TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,TAS19,ER30000,ER30001,ER30002,ER31988,ER31989,ER32000,ER32022,ER32034,ER32036,ER32049,V17701,V17798,ER30642,ER30643,ER30644,ER30645,ER30653,ER30657,ER30659,V19001,V19098,ER30689,ER30690,ER30691,ER30692,ER30699,ER30703,V20301,V20398,ER30733,ER30734,ER30735,ER30736,ER30744,ER30748,ER30806,ER30807,ER30808,ER30809,ER30816,ER30820,ER33101,ER33102,ER33103,ER33104,ER33111,ER33115,ER33201,ER33202,ER33203,ER33204,ER33211,ER33215,ER33301,ER33302,ER33303,ER33304,ER33311,ER33315,ER33401,ER33402,ER33403,ER33404,ER33411,ER33415,ER33501,ER33502,ER33503,ER33504,ER33512,ER33516,ER33601,ER33602,ER33603,ER33604,ER33612,ER33616,ER33701,ER33702,ER33703,ER33704,ER33712,ER33716,ER33801,ER33802,ER33803,ER33804,ER33813,ER33817,ER33838F,TA050001,TA050189,TA050953,ER33901,ER33902,ER33903,ER33904,ER33913,ER33917,ER33938F,TA070001,TA070207,TA070934,ER34001,ER34002,ER34003,ER34004,ER34016,ER34020,ER34032D,TA090001,TA090222,TA090998,ER34101,ER34102,ER34103,ER34104,ER34116,ER34119,ER34144D,TA110001,TA110223,TA111140,ER34201,ER34202,ER34203,ER34204,ER34216,ER34230,ER34251D,TA130001,TA130222,TA131244,ER34301,ER34302,ER34303,ER34305,ER34317,ER34349,ER34401D,TA150001,TA150214,TA151304,ER34501,ER34502,ER34503,ER34504,ER34516,ER34548,ER34639,TA170001,TA170204,TA171991,ER34701,ER34702,ER34703,ER34704,ER34716,ER34752,ER34848,TA190001,TA190257,TA192198
5,1,1,1,1,1,,,,3,980,30,5,0,1,3,1,2010,1,3,4,66,3,30,3,0,0,0,3,4,592,3,30,4,0,0,4,4,4736,3,30,5,0,0,2037,3,30,6,0,0,4144,3,30,7,0,0,856,3,30,8,0,0,3359,3,30,9,0,0,2442,3,30,10,0,0,6538,3,30,13,0,0,446,3,30,14,0,0,4428,3,30,16,1,11,2001,51,30,18,7,12,3500,5,472,0,182,52,30,20,0,0,0,4,434,0,844,3,30,22,1,16,0,3,484,0,7870,1,10,25,1,16,0,2,196,0,2555,1,10,26,1,16,0,2,196,0,6228,1,10,29,1,16,0,,,,3681,1,10,31,1,16,0,,,,0,0,0,0,0,0,0,,,
1,,1,,,,,,,3,980,31,5,0,1,0,0,9999,2,3,4,66,4,30,1,0,0,0,3,4,592,4,30,1,0,0,4,4,4736,4,30,2,0,0,2037,4,30,3,0,0,4144,4,30,4,0,0,856,4,30,5,0,0,3359,4,30,6,0,0,2442,4,30,7,0,0,6538,4,30,10,0,0,446,4,30,11,0,0,4428,4,30,13,0,0,2001,3,30,15,0,0,0,,,,182,51,30,17,8,12,4100,4,462,0,844,51,30,19,0,0,0,,,,6054,51,30,21,0,0,0,,,,1693,81,30,21,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
4,,1,1,1,1,,,,3,982,32,5,0,1,0,0,9999,2,3,3,6383,3,30,2,0,0,0,3,3,5944,3,30,3,0,0,4,3,597,3,30,4,0,0,1765,3,30,5,0,0,5391,2,30,6,0,0,2692,2,30,7,0,0,6614,2,30,8,0,0,4886,2,30,9,0,0,6488,2,30,11,0,0,5256,2,30,13,0,0,6341,2,30,15,0,0,7234,51,30,17,1,12,3500,,,,8128,1,10,20,1,14,0,4,411,0,6089,1,10,21,1,15,0,3,402,0,7479,1,10,23,1,15,0,2,402,0,8177,1,10,26,1,16,0,2,31,0,9021,1,10,28,3,16,0,,,,7246,1,10,29,3,16,0,,,,7825,1,10,31,1,16,0,,,
1,,,,,,,1,,3,991,33,0,0,1,0,0,9999,2,3,5,5098,0,0,0,0,0,0,3,5,8018,0,0,0,0,0,4,3,755,0,0,0,0,0,3538,0,0,0,0,0,5398,0,0,0,0,0,3752,0,0,0,0,0,8198,0,0,0,0,0,5950,0,0,0,0,0,4081,3,30,1,0,0,3685,3,30,2,0,0,2572,3,30,4,0,0,3978,3,30,6,0,0,0,,,,3781,3,30,8,0,0,0,,,,3112,3,30,10,0,0,0,,,,3238,3,30,12,0,0,0,,,,4395,3,30,14,0,0,0,,,,8730,3,30,16,1,10,0,,,,2973,3,30,18,1,11,1600,2,4060,0,0,0,0,0,0,0,0,,,
1,,,,,,,,1,3,991,34,0,0,2,0,0,9999,2,3,5,5098,0,0,0,0,0,0,3,5,8018,0,0,0,0,0,4,3,755,0,0,0,0,0,3538,0,0,0,0,0,5398,0,0,0,0,0,3752,0,0,0,0,0,8372,0,0,0,0,0,4150,0,0,0,0,0,6163,0,0,0,0,0,3081,0,0,0,0,0,3474,3,30,2,0,0,4459,3,30,4,0,0,0,,,,4276,3,30,6,0,0,0,,,,4859,3,30,8,0,0,0,,,,5802,3,30,10,0,0,0,,,,3336,3,30,11,0,0,0,,,,7007,3,30,14,0,0,0,,,,2904,3,30,16,7,9,0,,,,5325,3,30,17,1,11,2000,2,2550,0
1,,,,,,,1,,3,998,31,5,0,1,0,0,9999,2,3,2,4891,0,0,0,0,0,0,3,2,3270,0,0,0,0,0,4,3,432,3,30,1,0,0,5101,3,30,1,0,0,4149,3,30,2,0,0,2429,3,30,3,0,0,3056,3,30,4,0,0,2024,3,30,5,0,0,1953,3,30,7,0,0,2420,3,30,9,0,0,1961,3,30,11,0,0,488,3,30,13,0,0,0,,,,3317,3,30,15,0,0,0,,,,6254,3,30,17,1,11,2000,,,,4046,51,30,19,1,13,5000,,,,2308,52,30,21,0,0,0,,,,391,3,30,23,1,16,8000,,,,7505,3,30,25,1,16,30000,2,6230,0,6212,71,30,27,0,0,0,,,
4,,,,,1,1,1,1,3,998,32,0,0,2,0,0,9999,2,3,2,4891,0,0,0,0,0,0,3,2,3270,0,0,0,0,0,4,3,432,0,0,0,0,0,5101,0,0,0,0,0,4149,4,30,1,0,0,2429,4,30,1,0,0,3056,4,30,1,0,0,2024,4,30,2,0,0,1953,4,30,4,0,0,2420,4,30,6,0,0,1961,4,30,8,0,0,488,4,30,10,0,0,0,,,,3317,4,30,12,0,0,0,,,,6254,4,30,15,0,0,0,,,,4046,3,30,16,1,10,2500,,,,2308,51,30,18,7,0,2500,2,423,0,391,52,30,20,0,0,0,2,472,0,7505,4,30,23,1,16,10000,2,2830,0,6983,1,10,24,1,16,0,2,2960,0
3,,,,,,1,1,1,3,998,33,0,0,2,0,0,9999,2,3,2,4891,0,0,0,0,0,0,3,2,3270,0,0,0,0,0,4,3,432,0,0,0,0,0,5101,0,0,0,0,0,4149,0,0,0,0,0,2429,0,0,0,0,0,3056,0,0,0,0,0,2024,5,30,1,0,0,1953,5,30,2,0,0,2420,5,30,4,0,0,1961,5,30,6,0,0,488,5,30,8,0,0,0,,,,3317,5,30,11,0,0,0,,,,6254,5,30,13,0,0,0,,,,4046,4,30,15,0,0,0,,,,2308,3,30,16,7,10,0,,,,391,51,30,18,7,12,0,2,411,0,7505,51,30,21,0,0,0,2,4060,0,6212,3,30,22,1,16,20000,2,5410,0
1,,,,,,,,1,3,998,34,0,0,1,0,0,9999,2,3,1,6306,0,0,0,0,0,0,3,2,7523,0,0,0,0,0,4,2,9823,0,0,0,0,0,5104,0,0,0,0,0,4150,0,0,0,0,0,3501,0,0,0,0,0,4196,0,0,0,0,0,2530,3,30,1,0,0,4728,3,30,2,0,0,2059,3,30,4,0,0,6302,3,30,6,0,0,2374,3,30,8,0,0,150,,,,2267,3,30,10,0,0,0,,,,6746,3,30,12,0,0,0,,,,6832,3,30,14,0,0,0,,,,2446,3,30,16,1,10,1200,,,,7832,51,30,19,7,13,0,,,,0,0,0,0,0,0,0,,,,8511,4,30,23,0,0,0,2,800,0
1,,,,,,,,1,3,998,35,0,0,2,0,0,9999,2,3,1,6306,0,0,0,0,0,0,3,2,7523,0,0,0,0,0,4,2,9823,0,0,0,0,0,5104,0,0,0,0,0,4150,0,0,0,0,0,3501,0,0,0,0,0,4196,0,0,0,0,0,2530,0,0,0,0,0,4728,4,30,1,0,0,2059,4,30,2,0,0,6302,4,30,4,0,0,2374,4,30,6,0,0,0,,,,2267,4,30,8,0,0,0,,,,6746,4,30,10,0,0,0,,,,6832,4,30,12,0,0,0,,,,2446,4,30,14,0,0,0,,,,7832,3,30,16,7,10,0,,,,0,0,0,0,0,0,0,,,,8511,3,30,20,1,12,5000,2,4760,0
1,1,,,,,,,,3,999,31,5,0,1,98,0,9999,2,3,4,3398,4,30,2,0,0,0,3,5,6236,4,30,3,0,0,4,5,1817,4,30,4,0,0,6590,4,30,5,0,0,4152,4,30,6,0,0,3306,4,30,7,0,0,5759,4,30,8,0,0,885,4,30,9,0,0,66,4,30,11,0,0,1212,4,30,13,0,0,1526,4,30,15,0,0,1137,4,30,17,1,11,5552,5,635,0,7431,1,10,20,1,14,0,,,,0,0,0,0,0,0,0,,,,4119,4,30,24,0,0,0,,,,620,71,30,25,1,0,44000,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
2,,,1,1,,,,,3,999,32,5,0,1,0,0,9999,2,3,4,3398,0,0,0,0,0,0,3,5,6236,5,30,1,0,0,4,5,1817,5,30,1,0,0,6590,5,30,3,0,0,4152,5,30,3,0,0,3306,5,30,4,0,0,5759,5,30,5,0,0,885,5,30,6,0,0,66,5,30,8,0,0,1212,5,30,10,0,0,1526,5,30,12,0,0,1137,5,30,14,0,0,500,,,,2426,3,30,16,7,9,0,,,,1782,3,30,18,7,11,0,3,422,0,4119,3,30,21,8,12,4000,2,626,0,620,3,30,22,3,13,3000,,,,4172,3,30,25,1,15,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
1,,,,1,,,,,3,999,33,5,0,1,0,0,9999,2,3,2,4165,0,0,0,0,0,0,3,2,2490,0,0,0,0,0,4,2,1515,0,0,0,0,0,5950,3,30,1,0,0,4153,3,30,1,0,0,3800,3,30,2,0,0,7532,3,30,3,0,0,4220,3,30,4,0,0,3367,3,30,6,0,0,4690,3,30,8,0,0,2365,3,30,10,0,0,3090,3,30,12,0,0,0,,,,5360,3,30,14,0,0,0,,,,3451,3,30,16,7,9,0,,,,7736,3,30,18,7,12,0,2,272,0,8267,51,30,20,7,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
1,,,,1,,,,,3,999,34,5,0,2,0,0,9999,2,3,2,4165,0,0,0,0,0,0,3,2,2490,0,0,0,0,0,4,2,1515,0,0,0,0,0,5950,4,30,1,0,0,4153,4,30,1,0,0,3800,4,30,2,0,0,7532,4,30,3,0,0,4220,4,30,4,0,0,3367,4,30,6,0,0,4690,4,30,8,0,0,2365,4,30,10,0,0,3090,4,30,12,0,0,0,,,,5360,4,30,14,0,0,0,,,,3451,4,30,16,7,9,0,,,,7736,4,30,18,7,12,0,2,840,0,8267,52,30,20,7,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
3,1,1,1,,,,,,3,1000,31,5,0,2,0,0,9999,2,3,4,2594,3,30,5,0,0,350,3,4,1357,3,30,6,0,0,4,4,2706,3,30,7,0,0,6060,3,30,8,0,0,2651,3,30,9,0,0,4618,3,30,10,0,0,5168,3,30,11,0,0,417,3,30,12,0,0,5518,3,30,14,0,0,3697,3,30,16,1,10,2802,51,30,18,7,12,4560,52,30,20,0,0,0,5,272,0,3355,1,10,22,1,16,0,4,43,0,1445,1,10,24,1,16,0,3,272,0,1679,1,10,26,1,16,0,,,,4388,1,10,28,1,16,0,,,,2047,1,10,30,1,16,0,,,,5920,1,10,32,1,16,0,,,,0,0,0,0,0,0,0,,,
4,1,1,1,1,,,,,3,1000,32,5,0,1,0,0,9999,2,3,4,3322,4,30,4,0,0,10,3,4,6172,4,30,5,0,0,4,4,6776,4,30,6,0,0,5298,4,30,7,0,0,2652,4,30,8,0,0,1251,4,30,9,0,0,4065,4,30,10,0,0,1490,4,30,11,0,0,2178,4,30,13,0,0,5760,4,30,15,0,0,1185,3,30,17,7,11,3958,3,30,19,1,12,24800,5,472,0,3404,3,30,21,1,12,2356,4,524,0,4354,1,10,23,1,12,0,3,500,0,287,1,10,25,1,12,0,2,500,0,8814,1,10,28,1,12,0,,,,0,0,0,0,0,0,0,,,,3806,2,40,31,0,0,0,,,,5737,1,10,33,1,12,0,,,
5,1,1,1,1,1,,,,3,1000,33,5,0,1,0,1,2013,1,3,4,2594,4,30,3,0,0,350,3,4,1357,4,30,4,0,0,4,4,2706,4,30,5,0,0,6060,4,30,7,0,0,2651,4,30,8,0,0,4618,4,30,8,0,0,5168,4,30,9,0,0,417,4,30,10,0,0,5518,4,30,12,0,0,3697,4,30,14,0,0,2802,3,30,16,1,9,4560,51,30,18,1,13,7500,5,472,0,193,51,30,20,0,0,0,4,263,0,5656,1,10,22,1,16,0,3,263,0,1500,1,10,24,1,16,0,2,260,0,4328,1,10,26,1,16,0,2,263,0,756,1,10,28,1,16,0,,,,4682,1,10,30,1,16,0,,,,7316,1,10,32,1,16,0,,,
5,,1,1,1,1,1,,,3,1000,34,5,0,1,0,1,2016,1,3,4,4677,3,30,1,0,0,0,3,4,6619,3,30,2,0,0,4,4,3745,3,30,3,0,0,4817,3,30,4,0,0,2654,3,30,5,0,0,1253,3,30,6,0,0,4740,3,30,7,0,0,1190,3,30,8,0,0,3681,3,30,10,0,0,3092,3,30,12,0,0,697,3,30,14,0,0,4583,3,30,16,7,11,2900,,,,244,51,30,18,7,12,3000,4,472,0,758,52,30,20,0,0,0,3,413,0,2040,1,10,22,1,16,0,2,111,0,3565,1,10,24,1,16,0,2,111,0,6494,1,10,26,1,16,0,2,101,0,4853,1,10,28,1,16,0,,,,5125,1,10,30,1,16,0,,,
5,,,1,1,1,1,1,,3,1000,35,5,0,1,0,0,9999,2,3,4,4677,4,30,1,0,0,0,3,4,6619,4,30,1,0,0,4,4,3745,4,30,2,0,0,4817,4,30,3,0,0,2654,4,30,4,0,0,1253,4,30,4,0,0,4740,4,30,5,0,0,1190,4,30,6,0,0,3681,4,30,9,0,0,3092,4,30,11,0,0,697,4,30,13,0,0,4583,4,30,15,0,0,300,,,,244,3,30,16,7,10,3500,,,,758,51,30,19,7,12,3000,3,512,0,472,51,30,20,0,0,0,2,481,0,2453,3,30,23,3,16,18078,2,520,0,2971,1,10,25,1,16,0,2,520,0,5315,1,10,27,3,16,0,2,120,0,5109,1,10,28,1,16,0,,,
6,,1,1,1,1,1,1,,3,1013,31,5,0,1,0,0,9999,2,3,4,932,4,30,1,0,0,0,3,4,67,4,30,2,0,0,4,4,7587,4,30,3,0,0,1696,4,30,4,0,0,5402,4,30,5,0,0,3177,4,30,6,0,0,2939,4,30,6,0,0,3884,4,30,8,0,0,4219,4,30,10,0,0,1188,4,30,12,0,0,57,4,30,14,0,0,1103,4,30,16,7,9,1025,,,,6973,3,30,18,1,12,600,4,402,0,2792,51,30,20,7,14,1000,3,421,0,6314,51,30,22,0,0,0,2,380,0,4194,1,10,24,1,16,0,2,380,0,1158,1,10,26,1,16,0,2,380,0,653,1,10,28,1,16,0,2,3800,0,607,1,10,30,1,16,0,,,
2,,,,,,1,,1,3,1014,32,0,0,1,0,0,9999,2,3,4,6176,0,0,0,0,0,0,3,4,5445,0,0,0,0,0,4,4,2167,0,0,0,0,0,3735,0,0,0,0,0,16123,0,0,0,0,0,3502,0,0,0,0,0,6353,3,30,1,0,0,2548,3,30,1,0,0,1748,3,30,3,0,0,3417,3,30,5,0,0,7006,3,30,7,0,0,7260,3,30,9,0,0,0,,,,5707,3,30,11,0,0,0,,,,6856,3,30,13,0,0,0,,,,5687,3,30,15,0,0,0,,,,3152,3,30,17,7,10,0,,,,6941,3,30,19,7,13,0,2,620,0,3469,3,30,21,1,13,48000,,,,9476,1,10,24,1,14,0,2,6200,0
2,,,,,,,1,1,3,1014,33,0,0,1,0,0,9999,2,3,4,6176,0,0,0,0,0,0,3,4,5445,0,0,0,0,0,4,4,2167,0,0,0,0,0,3735,0,0,0,0,0,16123,0,0,0,0,0,3502,0,0,0,0,0,6353,0,0,0,0,0,2548,0,0,0,0,0,1748,4,30,1,0,0,3417,4,30,3,0,0,7006,4,30,5,0,0,7260,4,30,7,0,0,0,,,,5707,4,30,9,0,0,0,,,,6856,4,30,11,0,0,0,,,,5687,4,30,13,0,0,0,,,,3152,4,30,15,0,0,0,,,,6941,4,30,17,7,11,0,,,,3469,4,30,19,7,13,0,2,6200,0,9134,3,30,21,1,13,52000,2,6200,0
1,,,,,,,,1,3,1014,34,0,0,2,0,0,9999,2,3,4,6176,0,0,0,0,0,0,3,4,5445,0,0,0,0,0,4,4,2167,0,0,0,0,0,3735,0,0,0,0,0,16123,0,0,0,0,0,3502,0,0,0,0,0,6353,0,0,0,0,0,2548,0,0,0,0,0,1748,0,0,0,0,0,3417,5,30,1,0,0,7006,5,30,2,0,0,7260,5,30,4,0,0,0,,,,5707,5,30,6,0,0,0,,,,6856,5,30,8,0,0,0,,,,5687,5,30,10,0,0,0,,,,3152,5,30,12,0,0,0,,,,6941,5,30,14,0,0,0,,,,3469,5,30,16,7,10,0,,,,9134,4,30,18,7,12,0,2,0,0
4,1,1,1,1,,,,,3,1028,39,5,0,2,2,2,2006,1,3,6,3312,5,30,4,0,0,0,3,5,4161,4,30,5,0,0,4,2,2842,73,30,6,0,0,9566,5,35,7,0,0,15208,3,30,8,0,0,9523,3,30,9,0,0,8518,3,60,10,0,0,6171,4,30,11,0,0,0,0,0,0,0,0,7098,3,35,15,0,0,4208,3,35,17,1,11,4596,3,35,19,1,13,19000,5,411,0,5723,2,20,21,1,13,0,4,422,0,4669,2,20,23,1,13,0,3,422,0,5179,1,10,25,1,14,0,2,570,0,2200,1,10,27,1,14,0,,,,7526,2,20,29,1,14,0,,,,9222,2,20,32,1,14,0,,,,8425,2,20,33,1,14,0,,,
3,,1,1,1,,,,,3,1028,40,5,0,1,0,1,2010,4,3,6,3312,6,30,2,0,0,0,3,5,4161,5,30,3,0,0,4,2,2842,74,30,4,0,0,9566,6,35,5,0,0,15208,4,30,6,0,0,9523,4,30,7,0,0,8518,4,60,8,0,0,6171,5,30,9,0,0,0,0,0,0,0,0,7098,4,35,13,0,0,4208,4,35,15,0,0,4596,4,35,17,1,10,1100,,,,4481,3,35,19,1,12,4000,4,425,0,3056,3,35,21,1,12,7000,3,660,0,5869,1,10,23,1,12,0,2,425,0,0,0,0,0,0,0,0,,,,8686,1,10,27,3,12,0,,,,8546,1,10,29,1,12,0,,,,8264,1,10,31,3,12,0,,,
3,,,,,,1,1,1,3,1033,31,0,0,2,0,0,9999,2,3,3,8,0,0,0,0,0,0,3,2,598,0,0,0,0,0,4,2,4783,0,0,0,0,0,212,0,0,0,0,0,5410,0,0,0,0,0,1579,0,0,0,0,0,5040,0,0,0,0,0,5796,3,30,1,0,0,2019,3,30,1,0,0,5860,3,30,4,0,0,5214,2,30,6,0,0,4763,2,30,8,0,0,0,,,,7005,2,30,10,0,0,0,,,,8236,2,30,12,0,0,0,,,,6975,2,30,14,0,0,0,,,,6044,2,30,16,3,10,0,,,,3573,4,30,18,3,12,0,2,551,0,3734,3,30,20,1,12,4465,2,5510,0,9032,4,30,22,1,12,15000,2,5510,0
1,,,,,,,,1,3,1034,31,0,0,1,0,0,9999,2,3,5,500,0,0,0,0,0,0,3,5,7918,0,0,0,0,0,4,5,2118,0,0,0,0,0,198,0,0,0,0,0,4159,0,0,0,0,0,2694,0,0,0,0,0,400,0,0,0,0,0,1896,0,0,0,0,0,470,6,65,1,0,0,3382,3,70,2,0,0,6153,3,70,4,0,0,959,3,70,6,0,0,0,,,,1348,3,70,8,0,0,0,,,,1192,3,70,10,0,0,0,,,,8238,3,70,12,0,0,0,,,,119,3,70,14,0,0,0,,,,8808,2,30,16,7,10,0,,,,0,0,0,0,0,0,0,,,,8572,3,60,20,7,13,0,2,4720,0
1,,,,,,,,1,3,1034,32,0,0,1,0,0,9999,2,3,5,500,0,0,0,0,0,0,3,5,7918,0,0,0,0,0,4,5,2118,0,0,0,0,0,198,0,0,0,0,0,4159,0,0,0,0,0,2694,0,0,0,0,0,400,0,0,0,0,0,1896,0,0,0,0,0,470,0,0,0,0,0,3382,0,0,0,0,0,6153,4,70,2,0,0,959,4,70,3,0,0,0,,,,1348,4,70,5,0,0,0,,,,1192,4,70,7,0,0,0,,,,8238,4,70,10,0,0,0,,,,119,4,70,11,0,0,0,,,,8808,3,30,14,0,0,0,,,,0,0,0,0,0,0,0,,,,8572,4,60,17,7,12,0,2,0,0
4,1,1,1,1,,,,,3,1036,31,5,0,1,0,0,9999,2,3,4,6752,4,30,5,0,0,0,3,4,7616,4,30,5,0,0,4,3,1184,3,30,6,0,0,7295,3,30,8,0,0,5412,3,30,8,0,0,4781,3,30,9,0,0,6738,3,30,10,0,0,1992,3,30,11,0,0,5645,3,30,13,0,0,1048,3,30,15,0,0,6689,3,30,18,7,12,558,51,30,19,0,0,0,5,254,0,2284,51,30,21,0,0,0,4,0,0,5208,1,10,23,1,16,0,3,172,0,2842,1,10,25,1,16,0,2,172,0,260,1,10,27,1,16,0,,,,2362,1,10,29,1,16,0,,,,2287,1,10,32,1,16,0,,,,2215,1,10,33,1,16,0,,,
1,,,,,,,,1,3,1036,32,0,0,1,0,0,9999,2,3,2,6851,0,0,0,0,0,0,3,2,5116,0,0,0,0,0,4,2,179,0,0,0,0,0,5206,0,0,0,0,0,5413,0,0,0,0,0,5019,0,0,0,0,0,6987,0,0,0,0,0,2174,0,0,0,0,0,5959,0,0,0,0,0,1264,0,0,0,0,0,349,3,30,1,0,0,4188,3,30,3,0,0,0,,,,379,3,30,5,0,0,0,,,,992,3,30,7,0,0,0,,,,2425,3,30,9,0,0,0,,,,289,3,30,11,0,0,0,,,,3299,3,30,13,0,0,0,,,,1446,3,30,15,0,0,0,,,,1653,3,30,17,7,10,0,2,4050,0
1,,,,,,,,1,3,1036,33,0,0,1,0,0,9999,2,3,4,6752,0,0,0,0,0,0,3,4,7616,0,0,0,0,0,4,3,1184,0,0,0,0,0,7295,0,0,0,0,0,16204,0,0,0,0,0,8643,0,0,0,0,0,2122,0,0,0,0,0,3213,0,0,0,0,0,1417,0,0,0,0,0,1092,0,0,0,0,0,6247,3,30,1,0,0,1998,3,30,3,0,0,0,,,,1845,3,30,5,0,0,0,,,,6835,3,30,7,0,0,0,,,,5037,3,30,9,0,0,0,,,,7594,3,30,11,0,0,0,,,,6760,3,30,13,0,0,0,,,,1993,3,30,15,0,0,0,,,,2618,3,30,17,7,11,1000,2,4430,0
4,,,1,1,1,1,,,3,1037,36,5,0,2,3,0,9999,2,3,4,4090,4,30,1,0,0,0,3,4,5115,4,30,2,0,0,4,4,7272,4,30,3,0,0,1615,4,30,4,0,0,5416,4,30,5,0,0,3169,4,30,6,0,0,5668,4,30,7,0,0,3717,4,30,8,0,0,2720,4,30,10,0,0,7096,3,30,12,0,0,3354,3,30,14,0,0,2149,3,35,16,3,9,1500,,,,4152,2,30,18,1,11,5500,,,,7909,2,22,20,1,12,0,3,411,0,7074,2,22,22,3,12,0,2,999,0,8870,1,10,25,1,12,0,2,411,0,4033,1,10,26,3,12,0,2,411,0,8445,1,10,28,6,12,0,,,,8768,2,22,30,6,12,0,,,
1,,,,,,1,,,3,1037,37,0,0,1,0,0,9999,2,3,4,4090,0,0,0,0,0,0,3,4,5115,0,0,0,0,0,4,4,7272,0,0,0,0,0,1615,0,0,0,0,0,5416,0,0,0,0,0,3169,0,0,0,0,0,5668,5,30,1,0,0,3717,5,30,1,0,0,2720,5,30,3,0,0,7096,4,30,5,0,0,3354,4,30,7,0,0,2149,4,35,9,0,0,0,,,,4152,3,30,11,0,0,0,,,,5037,2,30,13,0,0,0,,,,6422,3,35,15,0,0,0,,,,3332,3,30,17,3,9,0,,,,4751,3,35,19,7,11,1600,2,642,0,6172,72,35,21,1,11,14400,,,,0,0,0,0,0,0,0,,,
5,,1,1,1,1,1,,,3,1038,32,5,0,2,0,1,2007,4,3,4,450,4,30,1,0,0,0,3,4,2701,4,30,3,0,0,4,3,4592,3,30,4,0,0,2297,3,30,5,0,0,4160,3,30,6,0,0,2695,2,30,6,0,0,726,2,30,7,0,0,2330,2,30,8,0,0,1756,2,30,10,0,0,1903,2,30,12,0,0,2585,2,30,15,0,0,1204,2,30,16,7,10,0,,,,1761,2,30,18,1,12,6170,4,516,0,4698,2,20,21,1,12,0,3,524,0,489,2,20,22,1,12,0,2,516,0,6074,2,20,25,1,12,0,2,516,0,3017,2,20,26,1,12,0,2,270,0,2257,1,10,29,1,12,0,,,,3733,1,10,31,1,12,0,,,
3,,,,,,1,1,1,3,1038,33,0,0,2,0,1,2016,1,3,1,352,0,0,0,0,0,0,3,1,169,0,0,0,0,0,4,2,3636,0,0,0,0,0,2302,0,0,0,0,0,4161,0,0,0,0,0,2961,0,0,0,0,0,1107,0,0,0,0,0,2332,3,30,1,0,0,1983,3,30,3,0,0,171,3,30,5,0,0,3314,3,30,7,0,0,73,3,30,9,0,0,0,,,,1644,3,30,11,0,0,75,,,,737,3,30,13,0,0,0,,,,1439,3,30,15,0,0,0,,,,6867,3,30,17,7,11,0,,,,5200,3,30,19,1,13,1200,2,423,0,1500,2,20,21,3,15,0,2,4230,0,3731,2,20,23,3,16,0,2,4050,0
2,,,,,,,1,1,3,1038,34,0,0,2,0,1,2018,1,3,1,352,0,0,0,0,0,0,3,1,169,0,0,0,0,0,4,2,3636,0,0,0,0,0,2302,0,0,0,0,0,4161,0,0,0,0,0,2961,0,0,0,0,0,1107,0,0,0,0,0,2332,0,0,0,0,0,1983,4,30,1,0,0,171,4,30,2,0,0,3314,4,30,4,0,0,73,4,30,6,0,0,0,,,,1644,4,30,8,0,0,75,,,,737,4,30,10,0,0,0,,,,1439,4,30,12,0,0,0,,,,6867,4,30,14,0,0,0,,,,5200,4,30,16,1,11,2200,,,,1339,3,30,18,1,12,3400,2,3600,0,3563,2,20,20,1,14,0,2,3600,0
4,1,1,1,1,,,,,3,1043,33,5,0,1,0,1,2011,4,3,6,3963,5,30,4,0,0,0,3,6,7701,5,30,6,0,0,4,6,4711,5,30,6,0,0,10174,5,30,8,0,0,5424,5,30,9,0,0,2012,5,30,9,0,0,2976,5,30,10,0,0,3543,5,30,11,0,0,4856,5,30,13,0,0,741,5,30,15,0,0,2305,2,30,17,7,10,5238,2,30,19,7,12,-600,5,291,0,6041,51,30,21,0,0,0,4,405,0,3846,51,30,23,0,0,0,3,874,0,5628,1,10,25,1,16,0,2,900,0,5316,1,10,27,1,16,0,,,,598,1,10,29,3,16,0,,,,4118,1,10,31,1,16,0,,,,1871,1,10,33,1,16,0,,,
5,1,1,1,1,1,,,,3,1043,34,5,0,1,0,1,2019,1,3,6,3963,6,30,3,0,0,0,3,6,7701,6,30,4,0,0,4,6,4711,6,30,5,0,0,10174,6,30,6,0,0,5424,6,30,7,0,0,2012,6,30,8,0,0,2976,6,30,9,0,0,3543,6,30,10,0,0,4856,6,30,12,0,0,741,6,30,14,0,0,2305,3,30,16,7,8,5238,3,30,18,7,10,-1000,5,701,0,6041,52,30,20,1,13,18000,4,111,0,3846,52,30,22,0,0,0,3,111,0,4380,51,33,24,0,0,0,2,102,0,6494,1,10,26,1,16,0,2,101,0,2421,1,10,28,1,17,0,,,,4000,1,10,30,1,17,0,,,,1639,1,10,32,1,17,0,,,
