TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,TAS19,ER30000,ER30001,ER30002,ER31988,ER31989,ER32000,ER32022,ER32034,ER32036,ER32049,V17701,V17798,ER30642,ER30643,ER30644,ER30645,ER30653,ER30657,ER30659,V19001,V19098,ER30689,ER30690,ER30691,ER30692,ER30699,ER30703,V20301,V20398,ER30733,ER30734,ER30735,ER30736,ER30744,ER30748,ER30806,ER30807,ER30808,ER30809,ER30816,ER30820,ER33101,ER33102,ER33103,ER33104,ER33111,ER33115,ER33201,ER33202,ER33203,ER33204,ER33211,ER33215,ER33301,ER33302,ER33303,ER33304,ER33311,ER33315,ER33401,ER33402,ER33403,ER33404,ER33411,ER33415,ER33501,ER33502,ER33503,ER33504,ER33512,ER33516,ER33601,ER33602,ER33603,ER33604,ER33612,ER33616,ER33701,ER33702,ER33703,ER33704,ER33712,ER33716,ER33801,ER33802,ER33803,ER33804,ER33813,ER33817,ER33838F,TA050001,TA050189,TA050953,ER33901,ER33902,ER33903,ER33904,ER33913,ER33917,ER33938F,TA070001,TA070207,TA070934,ER34001,ER34002,ER34003,ER34004,ER34016,ER34020,ER34032D,TA090001,TA090222,TA090998,ER34101,ER34102,ER34103,ER34104,ER34116,ER34119,ER34144D,TA110001,TA110223,TA111140,ER34201,ER34202,ER34203,ER34204,ER34216,ER34230,ER34251D,TA130001,TA130222,TA131244,ER34301,ER34302,ER34303,ER34305,ER34317,ER34349,ER34401D,TA150001,TA150214,TA151304,ER34501,ER34502,ER34503,ER34504,ER34516,ER34548,ER34639,TA170001,TA170204,TA171991,ER34701,ER34702,ER34703,ER34704,ER34716,ER34752,ER34848,TA190001,TA190257,TA192198
2,,,,,,,1,1,3,6547,31,0,0,2,1,0,9999,2,3,3,3848,0,0,0,0,0,0,3,3,2574,0,0,0,0,0,4,3,7124,0,0,0,0,0,2476,0,0,0,0,0,16331,3,30,1,0,0,5291,3,30,1,0,0,7669,3,30,2,0,0,5920,3,30,3,0,0,2689,3,30,5,0,0,2338,3,30,7,0,0,6354,3,30,9,0,0,6234,3,30,11,0,0,0,,,,4522,3,30,13,0,0,0,,,,8347,2,30,16,7,10,0,,,,6119,2,30,17,3,12,0,,,,6753,51,30,19,3,0,0,,,,6457,4,30,21,1,14,0,,,,3715,1,10,24,1,15,0,2,4720,0,398,1,10,25,1,15,0,2,4720,0
3,,,,,,1,1,1,3,6547,32,0,0,2,0,0,9999,2,3,2,4421,0,0,0,0,0,0,3,3,6013,0,0,0,0,0,4,3,5507,0,0,0,0,0,2407,0,0,0,0,0,8969,0,0,0,0,0,7589,4,30,1,0,0,8005,4,30,1,0,0,6055,4,30,2,0,0,1065,4,30,3,0,0,7211,4,30,6,0,0,3882,4,30,8,0,0,5917,4,30,10,0,0,0,,,,5172,4,30,12,0,0,0,,,,5848,4,30,14,0,0,0,,,,4851,3,30,16,7,9,0,,,,5932,3,30,18,3,11,0,,,,1483,51,30,19,7,12,3000,2,461,0,2899,2,22,22,1,14,0,2,3930,0,357,2,22,23,1,14,0,2,3930,0
2,,,,,,,1,1,3,6547,33,0,0,2,1,0,9999,2,3,3,3848,0,0,0,0,0,0,3,3,2574,0,0,0,0,0,4,3,7124,0,0,0,0,0,2476,0,0,0,0,0,16331,0,0,0,0,0,5291,0,0,0,0,0,7669,0,0,0,0,0,5920,0,0,0,0,0,2689,4,30,1,0,0,2338,4,30,2,0,0,6354,4,30,4,0,0,6234,4,30,6,0,0,0,,,,4522,4,30,8,0,0,0,,,,8347,3,30,10,0,0,0,,,,6119,3,30,12,0,0,0,,,,6753,2,30,14,0,0,0,,,,6457,2,30,16,1,10,0,,,,3403,2,30,18,1,12,2000,2,4720,0,1039,1,10,20,1,12,0,2,4030,0
4,1,1,1,1,,,,,3,6549,30,5,0,2,2,0,9999,2,3,4,2257,3,30,4,0,0,0,3,4,1818,3,30,5,0,0,4,4,4343,3,30,6,0,0,4485,2,30,8,0,0,8971,2,30,9,0,0,8730,3,30,9,0,0,5192,3,30,10,0,0,4751,2,30,11,0,0,5230,3,33,13,0,0,3869,3,33,15,0,0,5894,3,33,18,1,12,7221,3,33,20,7,14,10000,5,540,0,6210,3,33,22,7,14,0,4,584,0,4596,3,33,23,8,16,0,3,313,0,7889,2,22,26,1,16,0,2,313,0,2761,2,22,27,1,16,0,,,,5690,2,22,30,1,16,0,,,,1745,2,22,32,1,16,0,,,,2532,2,22,34,1,16,0,,,
5,1,1,1,1,1,,,,3,6549,31,5,0,1,0,0,9999,2,3,4,2257,4,30,3,0,0,0,3,4,1818,4,30,4,0,0,4,4,4343,4,30,5,0,0,4485,3,30,6,0,0,8971,3,30,7,0,0,8730,4,30,8,0,0,5192,4,30,9,0,0,4751,3,30,10,0,0,5230,4,33,12,0,0,3869,4,33,14,0,0,5894,4,33,16,1,10,7221,4,33,18,7,12,0,5,962,0,6210,51,33,20,0,0,0,4,330,0,4596,51,33,22,0,0,0,3,586,0,7863,1,10,24,1,17,0,2,165,0,2275,1,10,26,7,17,0,2,71,0,1625,1,10,28,1,17,0,,,,2096,1,10,30,1,17,0,,,,2611,1,10,32,1,17,0,,,
4,,,,,1,1,1,1,3,6553,30,0,0,1,0,0,9999,2,3,3,2206,0,0,0,0,0,0,3,2,5068,0,0,0,0,0,4,2,7401,0,0,0,0,0,2872,0,0,0,0,0,8984,3,30,1,0,0,4708,3,30,1,0,0,1550,3,30,2,0,0,4687,3,30,3,0,0,5582,3,30,5,0,0,3360,3,30,7,0,0,4031,3,30,9,0,0,6422,3,30,11,0,0,0,,,,7615,3,30,13,0,0,0,,,,7820,3,30,15,0,0,0,,,,7719,3,30,17,7,10,0,,,,827,3,30,19,7,11,240,2,586,0,6893,51,30,21,0,0,0,2,351,0,4751,51,30,23,0,0,0,2,1965,0,6802,51,30,25,0,0,0,2,1930,0
4,,,,,1,1,1,1,3,6553,31,0,0,2,1,0,9999,2,3,3,2206,0,0,0,0,0,0,3,2,5068,0,0,0,0,0,4,1,3402,0,0,0,0,0,2433,0,0,0,0,0,8982,0,0,0,0,0,4826,3,30,1,0,0,4439,3,30,1,0,0,6313,2,30,3,0,0,0,0,0,0,0,0,7405,2,30,7,0,0,6988,2,30,8,0,0,7744,2,30,11,0,0,0,,,,8271,3,60,13,0,0,0,,,,7388,2,60,14,0,0,0,,,,7503,2,60,16,7,11,0,,,,25,2,60,18,7,12,0,2,472,0,142,51,60,20,7,15,8320,2,562,0,7904,1,10,23,1,16,0,2,4760,0,4971,1,10,24,1,16,0,2,2540,0
1,,,,,,1,,,3,6553,32,0,0,2,0,0,9999,2,3,3,2206,0,0,0,0,0,0,3,2,5068,0,0,0,0,0,4,1,3402,0,0,0,0,0,2433,0,0,0,0,0,8982,0,0,0,0,0,4826,0,0,0,0,0,4439,5,30,1,0,0,6313,4,30,1,0,0,0,0,0,0,0,0,7405,4,30,6,0,0,6988,4,30,7,0,0,7744,4,30,10,0,0,0,,,,8271,72,30,12,0,0,0,,,,7388,4,60,13,0,0,0,,,,7503,4,60,15,0,0,0,,,,25,4,60,17,7,10,0,,,,142,52,60,19,7,12,0,2,423,0,7904,73,60,22,0,0,0,,,,0,0,0,0,0,0,0,,,
5,1,1,1,1,1,,,,3,6553,171,5,0,1,0,0,9999,2,3,2,1051,2,60,3,0,0,0,3,2,5102,2,60,4,0,0,4,2,2533,2,60,5,0,0,2435,2,60,3,0,0,8981,71,60,4,0,0,4708,4,71,8,0,0,1550,4,71,9,0,0,4687,4,71,10,0,0,5582,4,71,12,0,0,3360,4,71,14,0,0,4031,4,71,16,7,8,6422,4,71,18,7,11,0,5,526,0,7615,51,71,20,7,12,0,4,962,0,3924,2,60,22,3,99,0,3,660,0,5815,51,60,24,7,12,0,2,0,0,973,2,60,26,3,12,0,2,972,0,6235,2,60,28,5,12,3000,,,,4833,2,60,30,5,12,0,,,,4655,2,60,32,5,12,0,,,
3,1,1,1,,,,,,3,6557,31,5,0,1,1,1,2006,4,3,5,6899,5,30,5,0,0,0,3,5,9048,5,30,7,0,0,4,5,6382,5,30,7,0,0,8753,4,30,9,0,0,8986,4,30,9,0,0,4139,4,30,10,0,0,1759,4,30,11,0,0,3298,4,30,12,0,0,1755,3,40,14,0,0,3010,3,40,16,7,11,2213,3,40,18,7,13,5690,72,40,20,1,13,5000,5,471,0,5803,1,10,22,1,13,0,4,874,0,7226,1,10,24,1,14,0,3,874,0,0,0,0,0,0,0,0,,,,8858,1,10,29,1,12,0,,,,4418,1,10,30,1,12,0,,,,5662,1,10,32,1,12,0,,,,2201,1,10,34,1,12,0,,,
2,,,,,,,1,1,3,6557,32,0,0,1,1,0,9999,2,3,5,6899,0,0,0,0,0,0,3,5,9048,0,0,0,0,0,4,5,6382,0,0,0,0,0,8753,0,0,0,0,0,8986,0,0,0,0,0,4139,0,0,0,0,0,1759,0,0,0,0,0,3298,0,0,0,0,0,1755,0,0,0,0,0,3010,5,70,1,0,0,2213,5,70,3,0,0,5690,2,30,5,0,0,0,,,,4989,2,30,7,0,0,0,,,,6626,2,30,9,0,0,0,,,,0,0,0,0,0,0,0,,,,3184,2,30,13,0,0,0,,,,3505,2,30,15,0,0,0,,,,8958,1,10,18,7,11,0,2,4250,0,2332,1,10,19,1,11,0,2,4250,0
2,1,,1,,,,,,3,6560,33,5,0,2,0,0,9999,2,3,4,7174,4,30,3,0,0,0,3,4,6476,4,30,4,0,0,4,4,4039,4,30,5,0,0,6569,4,30,6,0,0,8990,4,30,7,0,0,5819,4,30,8,0,0,0,0,0,0,0,0,4793,4,30,10,0,0,6235,4,30,12,0,0,6589,4,30,14,0,0,5402,3,30,16,7,11,7547,3,30,19,7,13,0,5,244,0,8195,2,30,21,7,13,0,,,,7937,2,30,22,1,14,7189,3,401,0,8614,71,30,25,0,0,0,,,,0,0,0,0,0,0,0,,,,8908,2,30,29,1,14,0,,,,2160,1,10,30,1,15,0,,,,2689,1,10,32,1,15,0,,,
5,,,1,1,1,1,1,,3,6560,181,5,0,1,0,0,9999,2,3,7,7007,7,60,1,0,0,0,3,6,8907,6,60,1,0,0,4,6,3279,6,60,2,0,0,5909,5,60,3,0,0,8988,5,60,4,0,0,4399,5,60,5,0,0,1875,5,60,6,0,0,2570,5,60,7,0,0,4440,5,60,9,0,0,2378,5,60,11,0,0,1595,5,60,13,0,0,445,5,60,15,0,0,0,,,,494,5,60,17,7,8,0,,,,2485,5,60,19,1,9,7189,3,476,0,6136,1,10,21,3,12,0,2,425,0,3050,1,10,24,1,12,0,2,496,0,1597,1,10,25,1,12,0,2,605,0,1803,1,10,27,1,12,0,2,4250,0,2515,1,10,29,1,12,0,,,
2,,,,,,,1,1,3,6571,33,5,0,2,0,0,9999,2,3,2,2344,0,0,0,0,0,0,3,3,8133,3,30,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,11478,3,30,3,0,0,5780,3,30,4,0,0,2132,3,30,4,0,0,4554,3,30,5,0,0,2680,3,30,7,0,0,2199,3,30,10,0,0,3183,3,30,12,0,0,2144,3,30,13,0,0,0,,,,1955,3,30,16,7,9,0,,,,2101,3,30,18,7,12,0,,,,5166,3,30,20,1,14,8200,,,,3115,3,30,22,3,15,0,,,,1322,3,30,23,1,16,18000,,,,1466,3,30,26,1,16,13847,2,2720,0,1838,1,10,28,1,16,0,2,2720,0
2,,,,,,,1,1,3,6571,34,5,0,1,0,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,7884,2,30,1,0,0,9004,2,30,1,0,0,4926,2,30,2,0,0,2541,3,33,3,0,0,6163,3,33,4,0,0,3232,2,30,6,0,0,2198,2,30,8,0,0,2749,2,30,10,0,0,1684,2,30,12,0,0,0,,,,1282,2,30,14,0,0,0,,,,1239,2,30,16,7,8,0,,,,1905,2,30,18,7,9,1920,,,,8504,1,10,21,5,12,0,,,,7840,1,10,23,1,12,0,,,,1286,1,10,24,1,12,0,2,4220,0,1657,1,10,26,1,12,0,2,4220,0
2,,,,,,,1,1,3,6571,35,0,0,1,0,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,7884,0,0,0,0,0,9004,3,30,1,0,0,4926,3,30,1,0,0,2541,4,30,2,0,0,6163,4,30,3,0,0,3232,3,30,5,0,0,2198,3,30,7,0,0,2749,3,30,9,0,0,1684,3,30,11,0,0,0,,,,1282,3,30,13,0,0,0,,,,1239,3,30,15,0,0,0,,,,1905,3,30,17,7,8,1920,,,,931,2,30,19,7,10,0,,,,8443,1,10,22,1,12,0,,,,1822,1,10,23,1,12,0,2,5620,0,2010,1,10,25,1,12,0,2,5620,0
2,,,,,,,1,1,3,6571,36,0,0,1,0,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,7884,0,0,0,0,0,9004,0,0,0,0,0,4926,0,0,0,0,0,2541,5,30,1,0,0,6163,5,30,2,0,0,3232,4,30,3,0,0,2198,4,30,5,0,0,2749,4,30,7,0,0,1684,4,30,9,0,0,0,,,,1282,4,30,11,0,0,0,,,,1239,4,30,13,0,0,0,,,,1905,4,30,15,0,0,0,,,,931,3,30,17,7,11,0,,,,8386,1,10,20,3,11,0,,,,1480,1,10,21,1,11,0,2,6820,0,2691,1,10,24,3,11,0,2,0,0
1,,,,,,,1,,3,6571,37,0,0,1,0,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,7884,0,0,0,0,0,9004,0,0,0,0,0,4926,0,0,0,0,0,2541,0,0,0,0,0,6163,6,30,1,0,0,3232,5,30,2,0,0,2198,5,30,4,0,0,2749,5,30,6,0,0,1684,5,30,8,0,0,0,,,,1282,5,30,10,0,0,0,,,,1239,5,30,12,0,0,0,,,,1905,5,30,14,0,0,0,,,,931,4,30,16,7,8,0,,,,8383,1,10,19,3,12,0,,,,1833,1,10,20,3,12,0,2,4250,0,0,0,0,0,0,0,0,,,
3,,,,,,1,1,1,3,6571,38,0,0,1,1,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,4420,0,0,0,0,0,9003,0,0,0,0,0,4609,0,0,0,0,0,5186,0,0,0,0,0,4011,4,30,1,0,0,2146,4,30,2,0,0,2324,4,30,4,0,0,1856,3,30,6,0,0,2579,3,30,8,0,0,0,,,,877,3,30,10,0,0,0,,,,2303,3,30,12,0,0,0,,,,3536,3,30,14,0,0,0,,,,1754,2,30,16,7,8,0,,,,3319,4,40,18,0,0,0,2,403,0,1133,5,30,20,0,0,0,2,8965,0,1727,4,30,22,1,12,25000,2,9750,0
2,,,,,,,1,1,3,6571,39,0,0,1,0,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,4420,0,0,0,0,0,9003,0,0,0,0,0,4609,0,0,0,0,0,5186,0,0,0,0,0,4011,0,0,0,0,0,2146,5,30,1,0,0,2324,5,30,3,0,0,1856,4,30,5,0,0,2579,4,30,7,0,0,0,,,,877,4,30,9,0,0,0,,,,2303,4,30,11,0,0,0,,,,3536,4,30,13,0,0,0,,,,1754,3,30,15,0,0,0,,,,4643,2,30,17,3,12,0,,,,1133,3,30,19,3,12,20000,2,4220,0,2501,1,10,21,1,12,0,2,9610,0
2,,,,,,,1,1,3,6571,40,0,0,2,0,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,4420,0,0,0,0,0,9003,0,0,0,0,0,4609,0,0,0,0,0,5186,0,0,0,0,0,4011,0,0,0,0,0,2146,6,30,1,0,0,2324,6,30,2,0,0,1856,5,30,4,0,0,2579,5,30,6,0,0,0,,,,877,5,30,8,0,0,0,,,,2303,5,30,10,0,0,0,,,,3536,5,30,12,0,0,0,,,,1754,4,30,14,0,0,0,,,,4643,3,30,16,7,9,0,,,,1133,4,30,18,7,11,0,2,0,0,1727,3,30,20,6,11,0,2,4600,0
2,,,,,,,1,1,3,6571,41,0,0,2,0,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,7884,0,0,0,0,0,9004,0,0,0,0,0,4926,0,0,0,0,0,2541,0,0,0,0,0,6163,0,0,0,0,0,3232,0,0,0,0,0,2198,6,30,3,0,0,2749,6,30,5,0,0,1684,6,30,7,0,0,0,,,,1282,6,30,9,0,0,0,,,,1239,6,30,11,0,0,0,,,,1905,6,30,13,0,0,0,,,,931,5,30,15,0,0,0,,,,8135,2,30,17,7,11,0,,,,1089,51,30,19,7,12,0,2,4110,0,2743,2,30,21,7,14,5000,2,4110,0
2,,,,,,,1,1,3,6571,174,0,0,2,0,0,9999,2,3,2,2344,0,0,0,0,0,0,3,3,8133,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,11478,4,30,2,0,0,5780,4,30,3,0,0,2132,4,30,3,0,0,4554,4,30,5,0,0,2680,4,30,7,0,0,2199,4,30,9,0,0,3183,4,30,11,0,0,2144,4,30,13,0,0,0,,,,1955,4,30,15,0,0,0,,,,2101,4,30,17,7,11,0,,,,5166,4,30,19,1,13,6500,,,,3115,4,30,21,1,14,11500,,,,1322,4,30,22,1,16,13500,,,,1466,4,30,25,1,16,10847,2,4020,0,1627,51,30,27,0,0,0,2,4010,0
4,,,,,1,1,1,1,3,6571,177,0,0,1,1,0,9999,2,3,5,5875,0,0,0,0,0,0,3,5,7803,0,0,0,0,0,4,5,4369,0,0,0,0,0,4420,0,0,0,0,0,9003,0,0,0,0,0,4609,0,0,0,0,0,5186,3,30,1,0,0,4011,3,30,2,0,0,2146,3,30,4,0,0,2324,3,30,6,0,0,1856,2,30,8,0,0,2579,2,30,10,0,0,0,,,,877,2,30,12,0,0,0,,,,2303,2,30,14,0,0,0,,,,3536,2,30,16,7,9,0,,,,3634,1,10,18,3,12,0,2,822,0,3319,1,10,20,3,12,0,2,414,0,1628,1,10,22,1,12,0,2,9610,0,2626,1,10,25,3,12,0,2,9130,0
1,,,,1,,,,,3,6575,31,5,0,1,1,0,9999,2,3,5,6692,4,30,2,0,0,0,3,5,5946,4,30,3,0,0,4,5,2196,4,30,4,0,0,6905,4,30,5,0,0,9008,4,30,6,0,0,5524,4,30,7,0,0,3059,4,30,8,0,0,5363,4,30,9,0,0,5170,3,30,11,0,0,4482,3,30,13,0,0,5369,2,30,15,0,0,4456,2,30,17,1,11,1600,,,,6915,3,33,19,7,13,5000,,,,0,0,0,0,0,0,0,,,,8304,1,10,23,1,14,0,2,965,0,8719,71,10,25,1,0,90000,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,
4,,1,1,1,1,,,,3,6575,32,5,0,1,2,1,2006,1,3,5,6692,5,30,2,0,0,0,3,5,5946,5,30,3,0,0,4,5,2196,5,30,4,0,0,6905,5,30,5,0,0,9008,5,30,6,0,0,5524,5,30,7,0,0,3059,5,30,8,0,0,5363,5,30,9,0,0,5170,4,30,11,0,0,4482,4,30,13,0,0,5369,3,30,15,0,0,4456,3,30,17,1,11,2800,,,,7842,1,10,19,1,12,0,4,896,0,8259,1,10,21,1,12,0,3,422,0,6658,1,10,23,1,12,0,2,962,0,3532,1,10,25,1,14,0,2,962,0,9052,1,10,28,1,15,0,,,,6784,1,10,29,1,17,0,,,,0,0,0,0,0,0,0,,,
4,1,1,1,1,,,,,3,6577,38,5,0,2,2,0,9999,2,3,4,2365,4,30,4,0,0,0,3,4,8453,4,30,5,0,0,4,4,6014,4,30,6,0,0,3912,4,30,7,0,0,9010,4,30,8,0,0,4070,3,30,9,0,0,824,3,30,10,0,0,4571,3,30,11,0,0,2446,3,30,13,0,0,2900,3,30,15,0,0,3634,3,30,17,7,11,7345,1,10,20,2,12,0,5,455,0,7189,1,10,21,1,12,0,4,533,0,518,1,10,23,3,14,0,3,91,0,197,1,10,25,3,14,0,2,999,0,6084,1,10,27,3,14,0,,,,2171,1,10,29,3,14,0,,,,3071,1,10,31,6,14,0,,,,6215,1,10,33,3,14,0,,,
4,,,,,1,1,1,1,3,6577,39,0,0,2,0,0,9999,2,3,4,2365,0,0,0,0,0,0,3,4,8453,0,0,0,0,0,4,4,6014,0,0,0,0,0,3912,0,0,0,0,0,9010,5,60,1,0,0,7442,2,30,1,0,0,1742,2,30,1,0,0,3328,3,30,3,0,0,5622,3,30,5,0,0,5995,3,30,7,0,0,3634,4,60,9,0,0,8035,2,30,11,0,0,0,,,,7343,2,30,13,0,0,0,,,,0,0,0,0,0,0,0,,,,288,3,60,17,9,99,0,,,,6641,51,60,19,7,0,3000,2,476,0,4814,51,60,21,0,0,0,2,900,0,2980,1,10,23,1,16,0,2,410,0,6123,1,10,25,1,16,0,2,4700,0
4,,,,,1,1,1,1,3,6577,40,0,0,1,0,0,9999,2,3,4,3599,0,0,0,0,0,0,3,3,7842,0,0,0,0,0,4,5,6886,0,0,0,0,0,3957,0,0,0,0,0,9011,6,60,1,0,0,5203,6,60,1,0,0,1493,6,60,2,0,0,4111,5,60,3,0,0,3780,3,60,5,0,0,2559,3,60,7,0,0,2382,3,60,9,0,0,7600,3,30,11,0,0,0,,,,6349,3,60,13,0,0,0,,,,1681,3,60,15,0,0,0,,,,503,3,60,17,7,10,0,,,,6282,3,60,19,1,12,9578,2,562,0,5628,1,10,21,1,12,0,2,403,0,2649,1,10,23,3,12,0,2,0,0,4555,1,10,25,3,12,0,2,9350,0
5,,,,1,1,1,1,1,3,6577,41,0,0,2,1,0,9999,2,3,1,6587,0,0,0,0,0,0,3,1,7319,0,0,0,0,0,4,2,5138,0,0,0,0,0,3944,0,0,0,0,0,9015,3,30,1,0,0,9354,3,30,1,0,0,5400,3,30,2,0,0,3047,3,30,3,0,0,3303,3,30,5,0,0,5040,3,30,7,0,0,3959,3,30,9,0,0,4275,3,30,11,0,0,0,,,,4991,3,30,13,0,0,0,,,,1727,3,30,15,0,0,0,,,,1142,3,30,17,1,11,4000,2,511,0,6548,3,30,19,3,12,1100,2,476,0,5319,3,30,21,1,14,150,2,402,0,3467,3,30,24,1,15,12000,2,4030,0,8316,3,30,26,1,15,19675,2,4060,0
2,,,,,,,1,1,3,6577,42,0,0,2,1,0,9999,2,3,4,3599,0,0,0,0,0,0,3,3,7842,0,0,0,0,0,4,5,6886,0,0,0,0,0,3957,0,0,0,0,0,9011,0,0,0,0,0,5203,0,0,0,0,0,1493,0,0,0,0,0,5586,0,0,0,0,0,6779,4,70,1,0,0,5720,2,30,2,0,0,3601,2,30,4,0,0,4382,2,30,6,0,0,0,,,,6354,2,30,8,0,0,0,,,,2198,2,30,10,0,0,0,,,,437,2,30,12,0,0,0,,,,6185,2,30,14,0,0,0,,,,215,2,30,16,3,10,0,,,,2649,2,74,18,1,11,7870,2,5240,0,7482,1,10,20,3,11,0,2,4720,0
1,,,,,,,,1,3,6577,43,0,0,1,0,0,9999,2,3,1,6587,0,0,0,0,0,0,3,1,7319,0,0,0,0,0,4,2,5138,0,0,0,0,0,3944,0,0,0,0,0,9015,0,0,0,0,0,9354,0,0,0,0,0,5400,0,0,0,0,0,3047,0,0,0,0,0,3303,0,0,0,0,0,5040,4,30,1,0,0,3959,4,30,2,0,0,4275,4,30,4,0,0,0,,,,4991,4,30,6,0,0,0,,,,1727,4,30,8,0,0,0,,,,1142,4,30,10,0,0,0,,,,6548,4,30,13,0,0,0,,,,5319,4,30,15,0,0,0,,,,3467,4,30,17,7,11,0,,,,8316,4,30,19,7,13,1000,2,4050,0
3,,1,1,1,,,,,3,6583,44,5,0,2,1,0,9999,2,3,4,7015,4,30,5,0,0,0,3,4,5776,4,30,7,0,0,4,4,9138,4,30,7,0,0,10465,5,33,7,0,0,13867,5,33,8,0,0,5904,5,33,10,0,0,7199,5,33,10,0,0,1253,5,33,12,0,0,4199,5,33,14,0,0,4938,5,33,16,7,9,3929,3,33,18,8,11,4948,3,33,20,3,10,0,,,,4054,2,30,22,3,11,0,4,405,0,7079,1,10,24,3,11,0,3,425,0,5229,1,10,26,3,11,0,2,403,0,3613,1,10,28,3,11,0,,,,5259,1,10,30,1,11,0,,,,6454,1,10,32,3,11,0,,,,5423,1,10,34,3,11,0,,,
3,1,1,1,,,,,,3,6583,45,5,0,2,4,1,2010,1,3,6,7025,5,30,5,0,0,0,3,5,8840,5,30,7,0,0,4,5,6726,5,30,7,0,0,11042,5,30,9,0,0,13870,5,30,10,0,0,6254,5,30,10,0,0,8378,5,30,11,0,0,2798,5,30,12,0,0,3171,5,30,14,0,0,5207,5,30,16,1,11,5895,5,30,18,1,12,6226,5,30,20,6,12,7400,5,402,0,5894,2,40,22,8,12,5500,4,470,0,6974,1,10,24,1,12,0,3,401,0,7869,2,20,26,1,13,0,,,,7853,2,20,28,1,13,0,,,,7355,2,20,30,3,13,0,,,,7483,2,20,32,6,13,0,,,,8749,2,20,35,1,13,0,,,
4,,1,1,1,1,,,,3,6583,46,5,0,2,0,0,9999,2,3,5,6159,5,30,3,0,0,0,3,5,5947,5,30,4,0,0,4,5,9224,5,30,5,0,0,10466,5,30,6,0,0,13869,5,30,7,0,0,10127,5,33,8,0,0,6611,5,33,9,0,0,3792,5,33,10,0,0,5771,4,33,12,0,0,5024,4,33,14,0,0,4034,4,33,16,7,9,4792,3,33,18,7,11,500,,,,5322,3,33,20,1,12,5500,4,773,0,8695,1,10,22,2,12,0,3,735,0,5577,2,22,24,1,12,0,2,461,0,3208,2,22,26,3,12,0,2,360,0,3279,1,10,28,1,12,0,,,,7241,1,10,30,1,12,0,,,,7122,1,10,32,1,12,0,,,
3,,,,,,1,1,1,3,6583,47,0,0,2,2,1,2018,1,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,9447,4,60,1,0,0,13875,4,60,1,0,0,9214,2,30,1,0,0,8138,2,30,2,0,0,2226,2,30,3,0,0,4346,3,71,5,0,0,5395,5,33,7,0,0,5784,5,33,9,0,0,7701,5,33,12,0,0,0,,,,0,0,0,0,0,0,0,,,,8050,4,30,16,7,10,0,,,,8471,4,30,18,7,12,0,,,,0,0,0,0,0,0,0,,,,8613,1,10,22,1,14,0,2,500,0,8890,1,10,24,1,14,0,2,5400,0,4507,2,20,25,6,14,0,2,5110,0
4,,,,,1,1,1,1,3,6583,48,0,0,2,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,4,1,7768,0,0,0,0,0,10439,0,0,0,0,0,13874,4,30,1,0,0,9213,4,30,1,0,0,6995,4,30,2,0,0,3603,4,30,3,0,0,6232,4,30,5,0,0,5169,4,30,7,0,0,5555,4,30,9,0,0,6450,4,30,11,0,0,0,,,,4088,4,30,13,0,0,0,,,,6735,4,30,15,0,0,0,,,,6914,4,30,17,7,11,0,,,,8013,3,30,19,1,13,0,2,472,0,5865,3,30,21,1,13,10000,2,472,0,7074,1,10,23,1,14,0,2,4020,0,6755,1,10,25,1,14,0,2,3930,0
2,,,,,1,,1,,3,6583,49,0,0,1,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,10470,0,0,0,0,0,13876,6,60,1,0,0,6156,2,30,1,0,0,8139,3,30,2,0,0,1251,3,30,3,0,0,2870,3,30,5,0,0,5077,3,30,7,0,0,4866,3,30,9,0,0,6647,3,30,11,0,0,0,,,,3926,3,30,13,0,0,0,,,,4928,3,30,15,0,0,0,,,,8826,51,30,17,7,8,1382,,,,7033,4,30,19,0,0,0,2,402,0,8116,71,30,21,3,9,16160,,,,7388,4,30,23,0,0,0,2,4020,0,9293,1,10,25,3,12,0,,,
